revenue,profit,expenses,assets,growth_rate,new_customers,market_share,expansion_idx,cust_satisfaction,retention_rate,nps_score,support_rating,efficiency,uptime_pct,throughput,error_rate,overall_score,valuation,risk_index,random_metric
512.7,110.02,412.21,1017.51,1.21,198.26,12.02,46.61,78.95,85.62,54.27,7.78,65.37,98.76,303.54,2.05,80.61,808.83,44.44,30.48
514.82,111.67,413.34,1016.37,7.62,203.95,16.57,53.11,72.71,79.04,48.63,2.4,58.59,93.85,294.95,6.33,74.66,809.95,46.87,17.33
506.17,106.02,406.4,1005.09,-2.14,192.29,9.52,42.13,70.27,75.31,45.25,-0.4,66.63,99.84,309.95,1.11,67.93,797.91,44.91,23.01
504.36,102.29,404.22,1004.26,9.01,205.34,18.95,54.38,77.57,82.0,52.23,6.34,59.75,93.97,298.85,5.82,75.72,806.27,45.36,21.0
509.05,104.79,408.8,1009.27,7.64,200.99,17.61,53.15,71.53,75.15,45.29,-0.03,61.37,95.0,300.56,3.71,70.25,808.55,48.47,17.69
499.87,99.82,399.49,1000.91,2.24,197.0,14.55,47.27,74.72,83.34,51.13,6.69,57.59,93.97,298.69,5.26,68.37,796.44,43.19,19.89
504.67,103.82,406.42,1004.74,8.23,204.92,16.15,52.12,69.01,74.0,46.0,0.38,61.24,97.39,302.25,3.11,69.55,801.9,53.5,23.81
497.85,98.28,396.66,997.1,6.88,198.31,15.15,52.6,72.14,77.93,48.79,1.21,53.18,89.61,292.25,10.93,62.02,798.88,55.57,22.2
500.38,97.11,399.82,997.68,5.77,202.04,17.45,51.42,74.41,79.14,48.86,4.34,58.17,95.45,301.14,5.12,70.03,797.99,53.19,30.32
500.35,98.32,398.42,1000.97,10.73,206.4,18.11,53.7,72.39,78.28,48.93,2.37,54.88,90.85,294.52,9.25,66.21,802.91,57.75,23.09
489.74,91.97,391.37,985.46,-6.38,182.65,3.48,36.3,72.14,74.67,46.11,0.31,59.44,94.48,299.58,5.83,57.33,786.02,45.39,25.03
487.25,92.42,389.25,982.82,2.25,199.2,14.24,47.1,79.05,86.27,54.8,7.84,63.85,97.75,303.96,2.45,72.04,790.79,51.3,15.8
506.86,107.55,406.2,1009.22,2.75,196.92,14.16,48.33,73.01,74.89,48.04,0.23,63.57,97.15,304.31,2.5,70.37,800.43,42.86,21.14
502.1,99.51,401.17,1003.05,3.06,201.77,15.97,50.75,72.83,78.47,48.48,2.66,58.24,94.32,297.11,5.3,65.02,801.2,56.98,29.56
486.42,91.07,390.14,985.09,6.38,203.79,17.03,49.64,74.2,80.0,49.39,3.9,57.37,92.61,295.92,8.0,63.23,792.64,56.71,28.75
502.6,103.62,399.94,1003.89,3.69,199.21,14.84,48.54,77.51,81.05,50.5,5.78,65.11,99.51,309.2,1.28,74.05,801.02,46.69,31.22
500.98,103.38,402.39,1002.75,-5.49,188.96,8.76,40.71,76.16,84.54,51.56,5.31,51.92,88.85,293.43,12.28,66.24,795.82,48.83,30.18
497.29,96.42,398.03,997.42,5.33,199.51,14.62,50.54,69.44,73.21,46.45,-0.89,59.83,95.0,298.96,4.95,64.71,794.64,57.04,24.8
504.93,103.6,405.0,1007.69,4.98,198.69,14.27,49.05,74.89,80.85,50.31,3.87,64.08,97.53,305.92,0.58,74.73,803.09,48.27,28.93
495.16,96.05,397.76,993.65,4.91,195.44,13.01,45.14,73.75,75.71,48.15,0.45,60.69,94.99,300.28,6.02,64.31,793.29,44.36,19.41
481.18,87.92,385.72,980.24,4.01,200.21,14.19,47.6,75.93,80.62,50.56,3.56,60.39,95.39,301.87,4.28,65.62,785.81,58.01,29.93
490.03,92.82,390.89,989.57,3.19,197.21,12.67,46.83,71.83,72.68,44.81,-1.26,60.29,96.17,303.75,4.32,61.73,791.66,51.02,18.79
496.58,96.1,395.98,995.2,4.0,202.14,15.78,48.75,73.73,77.59,47.64,1.61,55.54,91.73,294.9,7.06,62.53,799.91,60.05,28.38
506.38,100.58,406.71,1005.34,4.25,199.79,15.09,49.74,70.24,74.37,45.24,0.06,60.25,93.9,299.28,6.46,69.2,806.24,52.71,28.7
500.57,102.09,400.87,1000.24,9.48,206.19,18.04,56.14,79.58,86.95,53.79,7.88,58.22,94.26,299.85,6.94,75.34,804.97,49.16,21.51
497.32,96.52,397.88,995.69,2.74,197.29,13.84,48.44,77.0,85.17,52.87,6.67,56.96,93.89,300.0,6.99,71.16,794.67,43.23,18.22
502.77,102.42,404.64,1004.8,5.6,197.95,14.09,49.53,75.07,78.42,47.96,4.46,52.39,88.29,291.63,8.06,66.56,803.88,58.76,21.19
505.46,104.21,404.84,1007.76,1.93,194.56,11.07,42.51,75.08,82.3,50.82,4.13,56.56,92.32,295.95,8.32,68.54,800.17,41.79,15.99
482.95,83.91,385.11,978.49,8.26,207.3,18.39,52.6,78.11,84.77,52.76,7.19,58.17,93.71,301.27,6.94,66.69,792.71,54.23,26.28
514.0,110.2,412.92,1015.6,3.0,194.57,11.35,47.38,71.61,75.44,47.17,1.17,62.43,96.18,297.34,4.2,72.74,808.26,46.37,26.72
497.66,96.99,396.76,995.79,-3.11,192.33,7.82,43.95,73.89,76.75,48.24,2.42,64.92,97.05,302.24,2.94,65.01,793.64,48.57,24.28
485.13,86.55,388.88,984.82,-0.3,192.92,10.35,43.36,71.82,76.17,46.1,1.88,60.1,93.76,300.29,3.18,60.15,791.57,59.47,33.96
498.0,99.55,398.18,999.9,4.52,200.3,15.46,50.19,72.92,77.41,48.31,1.41,70.24,103.07,312.88,-2.87,72.87,798.7,43.93,17.34
496.43,96.61,399.0,995.79,6.46,200.95,15.68,51.2,71.99,74.84,46.03,0.77,63.01,96.93,304.09,2.96,68.23,798.13,49.6,21.93
493.77,94.94,395.67,994.85,4.48,196.97,13.08,46.07,69.34,71.02,44.48,-2.13,55.45,93.37,297.12,5.61,56.95,790.44,43.57,7.13
495.66,96.29,394.96,995.1,1.59,201.31,14.84,46.65,73.91,76.71,47.7,2.32,57.68,93.41,299.52,6.05,66.5,794.51,47.5,18.02
510.2,107.86,410.15,1006.85,12.59,208.97,21.27,56.49,73.96,78.24,49.12,4.0,62.89,98.42,306.97,1.41,79.32,811.4,48.39,31.22
498.53,98.29,397.49,998.6,0.65,195.22,10.85,48.45,76.62,82.32,51.14,5.4,63.17,96.45,303.39,3.36,71.53,794.27,42.2,14.21
501.86,98.78,400.61,1001.23,0.17,196.75,12.38,46.24,71.17,75.42,47.68,1.19,60.32,94.75,298.14,4.9,67.75,797.48,41.16,17.33
496.84,100.68,396.45,995.1,13.52,214.75,23.02,63.35,76.97,81.83,51.48,5.65,55.79,90.38,293.04,8.18,69.34,805.02,61.89,25.64
501.32,96.57,400.49,1001.11,2.33,195.34,13.87,48.6,72.76,77.79,48.94,2.57,60.42,95.03,298.31,4.63,67.51,798.69,46.8,15.51
499.9,102.8,400.15,1000.78,9.64,203.72,17.71,54.2,77.09,82.61,51.78,6.27,53.75,91.12,293.53,8.32,72.07,797.76,53.9,19.19
512.24,111.87,412.26,1014.15,14.23,211.53,19.98,60.3,76.51,80.8,51.18,4.93,65.79,99.52,309.81,0.21,82.66,813.63,53.87,37.27
498.38,99.25,399.22,1001.36,-6.01,188.84,6.6,40.41,76.07,79.14,49.82,3.35,52.48,91.47,290.11,10.3,59.96,791.26,47.16,21.89
513.05,112.35,411.66,1016.39,8.21,204.63,17.07,50.79,70.03,78.11,48.1,0.87,55.81,91.18,292.94,7.87,72.11,805.18,41.27,12.49
484.58,88.88,387.23,982.7,11.96,209.65,20.83,58.24,77.93,84.0,53.41,5.33,59.17,95.01,297.2,6.03,69.22,797.62,57.81,25.33
499.85,98.14,399.6,1002.81,4.36,201.04,14.51,49.61,80.33,85.29,54.08,8.9,62.27,95.4,303.85,4.58,73.79,797.77,38.8,13.55
508.42,106.39,407.0,1008.27,-4.42,190.65,7.51,38.98,74.73,77.01,48.64,1.69,54.15,91.73,288.47,8.58,62.84,799.88,47.35,26.09
491.22,88.14,391.5,989.76,-1.27,190.84,9.13,42.3,72.03,75.21,47.09,0.52,62.55,97.69,304.0,1.58,65.58,788.14,46.6,24.11
505.08,100.98,402.01,1009.92,11.91,208.68,20.32,56.27,74.3,81.57,49.61,3.33,62.69,96.78,302.27,5.15,77.42,812.15,47.0,20.47
500.52,100.92,399.38,996.57,-2.17,193.56,9.21,45.32,77.55,83.08,50.44,7.0,63.78,96.54,303.69,1.27,70.93,795.3,47.76,29.75
498.62,97.51,398.34,996.94,9.03,206.63,18.99,54.51,74.8,80.45,49.71,4.65,57.7,93.21,298.89,6.21,68.87,800.54,55.94,27.46
506.54,105.64,405.21,1003.37,13.65,213.95,23.96,61.19,77.05,82.47,50.76,4.56,56.79,92.57,293.13,6.83,72.78,808.34,52.71,24.75
490.07,92.87,390.43,989.5,4.4,200.97,16.43,48.44,73.13,75.68,45.7,0.31,65.25,98.62,305.01,2.2,65.42,793.51,49.18,18.7
504.65,106.44,406.12,1008.84,6.34,200.71,15.96,49.69,78.49,82.12,50.08,4.11,54.02,91.58,294.68,9.29,73.86,804.23,50.38,21.41
495.17,98.32,397.07,1000.05,5.31,198.66,14.58,47.03,75.82,81.18,50.25,2.66,64.19,96.47,303.3,3.0,71.2,796.38,45.37,31.07
507.98,104.34,406.03,1003.21,7.72,204.4,15.96,49.88,78.75,85.18,54.41,8.57,47.48,84.6,283.48,15.05,73.52,803.09,50.29,17.48
510.41,106.35,408.9,1012.45,-7.87,185.3,4.16,37.56,79.81,84.76,54.01,8.94,60.16,94.88,298.67,3.12,74.06,793.06,29.68,14.24
504.95,106.82,405.78,1005.43,-1.04,193.69,11.72,44.68,72.72,75.15,45.69,2.3,65.54,99.73,306.04,1.74,70.89,798.53,41.44,22.61
491.22,94.79,393.51,990.36,13.62,210.65,22.67,60.05,77.49,84.16,53.4,5.77,58.8,93.08,297.28,6.14,72.61,803.22,54.77,16.89
498.14,94.2,398.74,996.09,12.35,209.66,20.77,58.89,72.58,76.19,47.42,0.16,53.74,91.87,293.68,7.91,69.55,806.46,62.18,32.13
497.98,100.0,397.72,998.81,6.14,200.7,14.01,51.29,77.08,81.1,51.23,6.47,58.57,93.97,296.8,5.89,70.34,794.58,38.65,10.9
498.81,98.13,397.51,997.92,12.2,207.89,19.96,56.38,81.07,87.89,56.73,11.51,61.26,95.04,299.78,6.05,77.55,798.71,51.25,27.28
511.8,109.75,409.85,1014.69,7.65,200.77,16.74,52.21,75.79,80.96,50.76,6.89,51.09,88.99,289.7,10.49,71.31,805.53,51.19,19.86
501.59,101.57,399.26,1001.34,-2.41,189.23,7.78,41.5,74.59,78.3,49.35,2.14,66.83,100.19,309.33,0.97,69.22,796.73,40.85,19.02
489.39,90.2,389.47,988.39,-4.8,188.91,7.4,40.29,75.44,78.89,50.23,4.42,57.94,93.76,297.97,5.98,60.88,785.09,45.97,29.24
502.1,101.92,401.76,998.26,7.12,199.8,15.05,51.53,75.9,80.61,51.15,5.87,62.54,96.92,300.89,4.42,73.27,799.31,44.37,18.52
495.09,96.78,394.11,995.43,3.89,200.89,13.78,48.63,75.19,80.72,50.72,3.56,63.53,97.9,306.12,1.95,68.73,793.34,45.63,20.12
491.85,94.47,392.19,994.27,12.57,205.55,21.06,56.98,76.25,80.13,50.74,2.62,53.47,89.71,292.75,9.71,69.46,805.23,58.32,31.6
489.6,93.33,393.0,991.25,-0.25,194.2,8.37,45.47,71.07,74.61,46.15,1.14,56.73,91.77,295.78,7.64,59.94,789.45,58.0,27.65
507.38,108.13,407.39,1011.77,12.99,209.96,21.46,56.83,77.93,84.24,53.54,6.99,58.76,94.9,303.22,6.05,77.32,810.16,53.67,30.03
499.94,101.34,400.36,1002.0,0.49,192.15,10.0,47.77,70.98,74.94,46.51,-0.68,65.19,97.82,302.62,2.26,66.45,795.17,41.04,6.17
501.65,98.3,401.77,1001.89,9.84,204.07,19.22,55.1,77.86,81.9,52.86,7.59,62.9,95.62,304.76,3.33,74.93,802.93,45.19,24.2
505.02,103.47,404.68,1003.76,4.55,200.12,14.93,49.34,71.92,76.31,47.62,-0.75,52.36,88.6,290.78,10.9,65.24,801.65,54.8,30.3
487.15,87.55,389.32,988.04,-4.81,189.7,7.02,40.78,80.38,87.63,55.32,8.66,56.22,92.23,293.29,8.9,64.61,785.1,46.06,22.04
500.55,98.57,400.13,999.84,6.22,198.12,15.29,49.83,72.14,75.69,47.16,-0.53,55.46,93.56,294.88,6.41,66.6,801.14,55.78,33.71
498.14,99.95,397.63,999.29,6.05,202.62,14.11,50.96,69.28,70.29,42.13,-3.27,56.11,94.5,297.78,6.97,61.01,799.86,57.38,33.83
494.28,97.13,397.11,992.09,0.11,195.59,10.72,44.0,76.65,81.12,52.34,6.3,61.76,95.79,301.53,3.6,68.27,792.42,47.84,25.65
495.41,94.75,395.75,998.95,8.66,205.47,17.92,53.33,79.31,84.67,54.51,9.51,64.47,99.3,307.12,2.3,77.9,799.51,43.81,13.13
521.35,118.78,419.87,1026.63,-4.27,192.9,8.77,44.77,71.62,74.65,47.05,0.95,61.02,95.54,301.91,3.41,75.48,807.78,39.03,21.01
503.72,101.92,401.18,1002.63,10.27,208.76,20.5,55.86,77.94,84.43,53.24,7.84,55.55,92.15,294.23,8.54,75.99,807.77,54.05,19.57
508.87,105.77,407.88,1007.9,8.51,206.26,19.12,53.8,78.85,83.4,53.98,7.24,61.63,97.79,305.84,3.61,81.92,810.24,50.79,29.78
495.37,96.46,396.12,996.69,-1.21,189.09,9.7,42.92,75.85,81.38,51.51,5.75,57.19,94.32,296.36,6.21,67.17,788.94,51.14,34.98
494.11,94.65,393.16,991.73,3.23,194.63,13.26,47.68,75.05,77.69,48.73,3.43,63.56,98.54,302.64,1.31,65.54,793.07,50.61,33.41
499.68,100.42,399.41,1001.13,6.91,200.55,17.26,48.85,79.51,86.96,56.06,9.54,52.83,89.63,291.25,10.6,71.92,801.19,55.92,32.52
509.06,108.47,408.23,1010.98,10.66,207.43,19.2,55.43,77.65,83.22,53.99,5.95,57.62,93.13,297.61,7.51,73.77,812.38,50.05,14.76
507.86,105.36,405.45,1004.51,2.29,198.26,12.75,46.99,73.89,78.89,49.66,4.04,55.56,90.99,290.87,8.19,66.73,798.56,45.79,17.07
502.64,102.21,403.96,1002.05,2.78,198.09,12.9,48.13,72.84,77.4,46.85,3.29,58.73,95.52,299.37,6.04,64.41,801.13,49.24,25.84
495.95,100.05,400.5,998.43,6.06,202.14,15.4,52.48,75.88,80.58,50.03,4.41,58.57,94.65,297.13,5.69,72.18,799.33,50.03,25.14
493.22,95.85,394.81,995.79,2.33,198.02,12.51,49.42,70.32,73.2,44.61,-0.7,55.68,90.63,292.68,8.49,58.42,794.97,50.29,19.03
498.02,95.77,396.62,997.45,10.95,206.1,19.3,55.52,74.79,79.39,48.84,3.83,60.45,96.17,300.87,4.54,70.4,803.58,49.04,27.4
499.91,102.14,402.56,1004.35,13.32,211.47,21.66,58.36,75.05,78.39,49.9,4.83,56.62,93.05,294.9,8.93,70.72,804.6,51.29,23.42
503.27,101.08,401.63,1004.55,-0.48,195.24,10.39,44.95,76.23,81.25,52.53,5.66,54.99,92.25,294.3,7.32,69.21,798.42,42.28,7.08
505.18,103.78,403.74,1003.74,-2.31,193.54,9.66,43.33,77.64,82.83,52.19,5.57,64.23,98.05,303.84,1.81,72.04,793.89,40.62,18.67
501.48,102.32,399.35,1004.05,14.06,209.02,20.65,57.86,73.52,79.19,48.12,2.57,65.25,100.23,307.83,0.06,73.29,808.04,50.1,22.04
493.08,93.98,393.94,993.44,6.87,198.01,14.52,48.87,74.64,79.77,49.71,5.06,63.9,98.55,305.81,0.4,70.49,796.01,52.55,29.93
502.22,102.87,403.3,1000.48,7.58,201.1,16.71,53.25,74.48,81.69,49.65,7.2,63.08,97.47,303.35,2.03,76.37,806.82,47.27,21.1
490.58,91.97,392.62,986.88,5.07,200.83,15.8,50.75,82.67,91.16,58.31,12.2,63.34,96.77,307.14,2.18,77.83,794.85,46.17,16.59
511.28,106.58,408.42,1010.56,-5.46,188.06,7.76,41.19,74.95,80.27,50.42,2.92,61.69,95.83,304.06,4.51,72.13,797.68,38.76,18.55
495.17,97.96,395.76,995.13,3.88,197.01,13.86,47.51,73.71,77.76,48.6,0.13,55.89,94.08,295.84,7.26,64.16,798.65,47.65,16.91
488.48,90.89,389.79,988.46,0.62,192.74,11.75,45.18,74.32,79.22,50.2,3.69,65.43,97.59,304.57,3.36,65.97,784.81,45.97,15.66
490.48,92.2,391.43,988.13,11.08,210.16,22.56,58.09,72.18,75.2,46.63,1.01,61.29,94.87,302.13,3.7,66.95,798.98,54.0,17.84
494.56,92.34,393.56,989.92,6.68,201.77,18.44,51.96,76.44,81.36,52.28,5.79,65.87,99.4,309.33,1.62,73.06,800.92,51.1,27.16
503.28,98.65,401.73,1001.86,8.48,204.48,18.45,52.62,71.11,74.48,47.58,-0.59,63.73,99.71,305.89,1.24,72.12,805.7,51.51,25.92
502.6,102.09,402.49,1004.74,9.1,204.44,16.45,53.74,71.38,74.96,46.65,-1.54,56.0,92.1,294.12,8.49,66.75,805.2,56.49,26.25
499.79,101.45,402.31,995.25,6.56,204.51,17.78,52.22,75.6,82.19,49.57,5.2,58.7,94.1,296.32,5.35,71.37,804.3,57.44,37.17
502.38,104.22,401.89,1001.74,8.2,203.27,17.86,53.86,80.13,86.0,54.33,7.32,65.06,99.11,307.96,0.65,76.37,807.12,48.87,23.68
504.6,106.13,407.77,1006.55,6.07,203.0,16.98,52.84,78.13,84.02,52.55,8.32,68.07,102.11,313.03,-1.37,79.16,804.36,40.94,17.61
495.98,94.93,395.18,991.82,13.77,208.25,21.78,58.81,75.38,79.67,49.71,4.57,58.02,94.49,293.1,7.87,71.66,801.52,55.14,22.5
505.82,106.21,407.77,1008.06,7.35,202.96,16.34,52.04,79.27,88.24,57.18,8.75,59.85,94.85,299.46,6.36,79.09,808.62,50.41,32.47
514.27,110.03,412.76,1015.85,-0.97,190.57,10.01,45.1,70.18,77.81,48.27,-0.35,60.77,95.57,303.11,3.63,71.28,801.2,40.97,28.65
496.44,94.48,395.88,997.62,1.42,194.44,13.04,49.16,73.94,79.75,49.57,4.65,58.7,92.65,296.61,6.12,65.42,793.14,46.07,23.26
503.71,104.68,405.87,1006.58,5.42,200.96,16.03,50.02,80.05,84.77,52.42,4.97,62.92,97.12,302.6,3.14,76.04,799.68,48.24,20.47
507.14,102.75,404.5,1006.23,0.92,195.2,11.69,44.13,74.16,79.17,48.15,2.37,60.05,95.49,299.63,2.98,68.82,801.83,49.97,20.43
506.61,106.35,403.01,1010.46,3.74,198.32,14.45,49.93,74.56,80.55,48.71,3.53,59.61,95.18,300.41,3.82,72.72,800.1,44.25,16.59
508.5,104.71,408.88,1005.0,11.76,205.58,17.41,54.94,78.03,83.43,52.5,6.22,64.98,97.76,304.39,2.22,76.94,807.9,52.27,29.67
485.13,85.38,385.52,980.37,6.19,201.21,15.93,53.97,70.31,74.31,45.97,0.26,56.78,92.29,294.54,7.27,58.41,791.53,56.08,24.45
509.22,106.64,409.39,1010.54,6.72,202.62,15.27,50.85,76.13,80.81,50.21,5.78,67.84,99.78,309.83,-0.13,77.45,807.62,46.6,27.05
492.74,95.45,394.31,991.42,-3.17,192.24,10.06,43.03,71.59,76.96,48.08,1.14,60.94,95.59,303.94,4.51,63.69,786.1,41.34,17.95
503.74,100.61,403.45,1001.2,8.06,201.53,17.55,48.95,73.88,77.94,48.25,1.71,59.52,95.2,300.35,5.47,70.39,803.85,53.13,22.88
494.91,96.27,394.45,997.02,8.42,201.7,17.28,55.72,72.77,78.72,47.09,0.94,62.36,97.5,303.35,3.12,66.9,801.34,58.98,32.48
502.63,104.75,403.29,1003.04,-0.98,191.89,9.88,43.86,75.34,79.0,50.48,3.17,61.11,96.06,301.42,4.84,66.95,797.96,42.02,14.18
491.09,92.89,392.48,987.39,1.13,199.87,12.62,46.76,78.47,83.62,52.22,6.48,62.68,98.07,302.0,4.36,68.0,795.45,53.5,28.37
499.85,100.79,399.57,998.55,15.43,212.12,23.53,59.73,73.02,75.66,47.23,1.45,61.89,95.79,304.51,4.01,70.78,805.98,56.3,22.74
513.39,109.53,411.82,1015.51,6.76,201.77,15.62,48.64,73.49,75.61,47.31,1.19,61.31,95.51,300.68,4.51,71.31,807.85,43.01,20.44
493.55,96.06,394.13,993.08,8.79,204.71,18.46,55.9,73.98,77.2,50.31,4.56,62.51,97.23,305.99,2.47,70.55,801.59,48.88,26.8
510.7,107.65,406.6,1010.83,4.44,195.62,14.56,48.82,69.13,71.34,44.09,-3.55,54.96,91.96,294.13,7.3,66.59,800.9,45.57,17.98
487.66,91.84,389.3,984.32,8.39,202.4,17.47,52.46,75.12,82.55,50.98,5.55,61.09,96.83,301.96,3.41,67.75,795.29,49.07,27.71
504.03,103.46,402.71,1006.08,-2.04,191.22,8.93,40.17,74.52,78.81,48.54,2.66,58.88,94.45,300.47,4.66,63.15,792.94,44.58,24.52
500.45,99.96,401.79,1002.96,4.08,201.81,15.01,48.56,75.79,82.7,51.0,5.04,62.32,96.38,302.1,4.83,74.54,802.34,51.99,30.68
497.06,96.83,397.19,993.54,8.01,205.18,18.46,50.12,75.47,80.82,50.34,6.19,61.76,95.63,300.92,4.97,70.41,800.25,53.96,26.19
482.48,85.08,384.26,982.11,15.09,214.54,23.43,57.91,71.6,76.95,47.89,0.35,56.59,92.35,294.27,7.43,62.42,798.44,63.92,24.19
487.99,93.63,391.39,986.76,12.76,211.23,21.53,61.02,73.61,78.38,48.25,2.06,57.85,93.8,298.22,7.42,67.77,799.93,56.56,21.21
502.09,103.44,402.71,1003.28,11.54,208.39,19.93,57.49,75.55,81.22,51.19,5.32,57.57,92.85,295.38,8.09,73.15,812.22,61.47,30.34
501.97,102.21,402.68,999.7,2.51,195.53,13.32,47.03,76.12,81.34,50.66,4.41,59.23,95.29,297.55,5.84,72.14,797.26,47.45,27.75
499.01,102.74,399.27,999.58,4.52,201.99,14.99,51.9,79.61,87.76,56.65,9.65,71.95,103.6,314.28,-2.18,79.62,800.59,43.08,20.9
492.67,94.66,392.61,989.74,0.45,195.45,10.26,45.12,77.99,84.97,52.09,5.3,51.76,90.24,293.18,10.64,65.13,789.76,52.34,26.09
503.94,101.74,402.95,999.89,7.86,199.82,14.65,51.32,73.36,78.02,49.19,3.66,67.54,101.67,310.48,0.56,75.48,801.35,50.38,29.84
496.77,98.96,396.67,1001.94,10.19,205.53,18.33,56.04,73.78,79.18,49.59,4.18,57.2,92.88,294.31,6.28,70.81,800.54,52.45,26.03
511.12,108.55,408.05,1009.67,0.5,198.78,11.96,47.66,74.37,78.42,50.32,5.96,64.14,98.09,306.41,0.71,75.29,803.85,46.18,32.21
500.65,102.31,402.17,997.81,0.55,196.08,12.71,49.46,80.89,90.15,56.94,10.77,61.43,98.14,304.05,2.35,78.06,796.02,33.78,12.69
510.24,108.1,408.58,1010.94,-2.28,192.26,9.63,43.2,71.4,73.23,46.03,-0.85,59.22,93.26,296.22,8.28,66.98,800.97,51.4,26.54
496.88,99.05,396.2,1000.85,6.63,199.93,16.67,53.0,70.02,74.34,45.34,-2.26,63.1,98.99,305.94,1.02,67.87,798.78,49.3,24.47
488.98,91.74,389.55,986.78,6.93,203.71,16.51,53.19,76.62,80.46,51.46,3.75,59.84,94.33,299.93,4.56,66.51,794.32,56.86,33.81
504.04,102.61,403.15,1008.95,11.04,207.47,21.4,59.67,74.97,78.72,49.91,4.3,60.67,95.99,301.09,4.44,76.74,811.68,54.63,24.53
507.85,106.49,406.71,1006.71,2.94,199.09,14.19,47.98,81.89,87.7,55.97,10.55,60.3,93.87,301.16,4.35,79.4,806.97,42.41,23.3
504.32,102.18,404.37,999.9,1.25,196.15,10.66,46.07,68.51,73.52,45.19,-2.03,68.66,101.03,308.23,-0.81,68.48,799.29,46.87,21.37
492.36,95.9,395.3,992.63,6.35,200.74,15.37,49.14,76.4,83.12,51.86,4.69,56.08,93.31,297.52,6.64,67.62,795.19,57.8,27.01
494.42,95.93,397.17,998.37,9.97,206.08,17.67,53.11,73.56,78.3,49.09,3.28,63.95,96.9,301.25,3.87,70.09,803.72,58.83,40.47
503.63,100.58,402.52,1005.17,0.27,197.09,13.71,47.21,75.67,79.94,50.34,4.68,63.65,97.09,303.48,2.86,74.29,800.78,43.28,28.86
495.78,98.57,398.46,998.69,13.16,211.78,21.62,59.66,80.15,87.32,54.54,7.66,57.51,92.35,295.45,7.11,77.01,806.8,51.1,23.09
492.75,89.51,393.08,988.82,0.38,190.93,11.41,42.99,72.22,79.6,48.97,3.3,58.39,94.14,299.25,7.0,61.38,787.58,44.95,24.42
501.08,101.34,399.95,999.8,-8.17,182.97,4.31,34.06,75.7,82.0,51.62,4.54,65.23,99.11,306.33,0.32,69.85,784.87,31.74,16.8
477.45,81.58,380.39,975.38,6.08,202.44,15.65,51.03,77.0,83.07,52.43,7.55,57.26,94.31,297.41,7.13,64.93,786.23,55.86,26.21
510.46,108.87,410.12,1011.83,14.25,207.9,22.88,58.94,76.35,82.64,51.38,5.31,53.99,90.55,294.87,8.87,79.36,815.74,53.67,21.84
491.6,95.06,393.12,990.68,5.23,201.12,15.29,50.06,74.23,77.56,48.43,3.48,56.39,93.46,297.85,6.6,64.45,798.71,58.76,34.08
499.2,97.65,398.46,998.1,-3.99,190.78,9.45,41.7,75.11,79.94,50.72,3.6,62.53,97.7,304.6,3.91,69.62,798.22,42.99,28.06
492.99,96.8,394.15,989.74,3.37,198.76,11.45,48.17,73.62,79.53,47.22,2.72,57.51,93.7,295.63,5.88,62.61,791.34,47.09,29.67
496.15,98.09,398.57,995.77,-2.61,191.86,10.05,44.16,75.27,81.68,50.37,5.9,56.69,92.59,295.33,7.57,67.41,796.74,51.41,33.84
501.93,102.83,399.71,1000.75,13.07,208.32,20.57,56.11,72.33,74.95,45.97,-1.04,66.55,98.33,306.59,-0.33,70.77,808.77,50.11,22.07
506.26,103.52,404.2,1004.84,9.72,203.82,18.35,55.19,75.51,83.38,53.52,6.1,60.04,95.08,299.32,4.98,75.25,806.94,53.24,29.12
500.5,100.16,396.93,1003.5,8.74,202.26,18.65,55.59,72.48,77.19,46.61,1.26,59.66,96.06,304.23,3.48,68.62,804.67,57.35,29.34
517.04,115.22,414.41,1015.41,9.73,205.41,20.67,56.64,78.94,85.68,53.26,7.73,61.12,96.5,301.2,2.3,82.78,815.29,51.42,24.87
513.34,111.91,412.07,1019.69,5.0,199.59,15.43,50.62,70.86,74.49,45.77,0.15,58.28,94.93,299.29,6.15,70.02,806.86,49.48,21.16
492.55,94.02,396.05,993.49,0.13,193.29,9.14,44.42,74.43,76.7,50.08,0.25,55.42,91.75,291.31,9.17,58.89,793.17,54.85,21.95
512.51,107.64,412.8,1016.39,7.36,202.38,17.8,52.09,71.44,73.89,45.29,-1.05,59.72,95.12,300.91,3.42,72.4,808.79,47.08,21.77
501.55,101.62,402.98,1002.21,0.47,196.67,13.41,46.74,78.32,84.28,53.1,8.24,62.67,97.25,299.8,4.32,75.14,799.63,41.47,29.19
503.65,102.9,405.2,1005.21,6.11,199.24,15.0,50.45,80.61,86.42,56.43,8.91,51.74,88.96,289.32,10.66,74.96,802.8,52.31,35.62
511.79,107.28,406.61,1013.01,4.92,197.01,14.05,48.51,73.97,78.66,48.66,3.54,59.65,94.67,298.67,5.99,70.29,806.16,44.05,27.82
494.99,94.85,396.39,997.54,1.55,193.24,10.96,45.2,74.15,79.12,48.0,2.73,50.88,88.11,290.62,11.26,61.92,793.39,50.95,16.81
505.31,103.93,403.81,1002.55,1.56,196.39,14.37,48.31,73.94,79.15,48.17,3.44,63.58,98.01,306.27,3.22,69.79,801.75,51.35,25.58
